run_id,exp_id,model,accuracy,duration,when
7169,169,svm,0.779,1.7,2025-01-05 23:29:00
7170,170,logreg,0.907,5.1,2025-01-05 23:30:00
7171,171,rf,0.62,122.0,2025-01-05 23:31:00
7172,172,svm,0.811,238.4,2025-01-05 23:32:00
7173,173,logreg,0.933,238.8,2025-01-05 23:33:00
7174,174,logreg,0.857,85.5,2025-01-05 23:34:00
7175,175,logreg,0.631,178.9,2025-01-05 23:35:00
7176,176,xgb,0.551,277.7,2025-01-05 23:36:00
7177,177,logreg,0.867,251.8,2025-01-05 23:37:00
7178,178,svm,0.913,179.8,2025-01-05 23:38:00
7179,179,rf,0.626,274.3,2025-01-05 23:39:00
7180,180,logreg,0.517,222.3,2025-01-05 23:40:00
7181,181,svm,0.899,5.2,2025-01-05 23:41:00
7182,182,svm,0.793,240.3,2025-01-05 23:42:00
7183,183,xgb,0.57,125.7,2025-01-05 23:43:00
7184,184,logreg,0.645,39.1,2025-01-05 23:44:00
7185,185,xgb,0.978,77.9,2025-01-05 23:45:00
7186,186,logreg,0.55,31.2,2025-01-05 23:46:00
7187,187,rf,0.824,273.2,2025-01-05 23:47:00
7188,188,svm,0.802,169.2,2025-01-05 23:48:00
7189,189,svm,0.612,5.9,2025-01-05 23:49:00
7190,190,rf,0.589,135.7,2025-01-05 23:50:00
7191,191,xgb,0.567,58.7,2025-01-05 23:51:00
7192,192,svm,0.96,90.8,2025-01-05 23:52:00
7193,193,xgb,0.667,214.8,2025-01-05 23:53:00
7194,194,logreg,0.531,154.5,2025-01-05 23:54:00
7195,195,xgb,0.945,39.5,2025-01-05 23:55:00
7196,196,logreg,0.758,164.3,2025-01-05 23:56:00
7197,197,logreg,0.528,197.5,2025-01-05 23:57:00
7198,198,svm,0.533,157.1,2025-01-05 23:58:00
7199,199,logreg,0.842,296.2,2025-01-05 23:59:00
7200,0,xgb,0.842,77.4,2025-01-06 00:00:00
7201,1,svm,0.696,140.8,2025-01-06 00:01:00
7202,2,svm,0.692,226.2,2025-01-06 00:02:00
7203,3,svm,0.753,206.3,2025-01-06 00:03:00
7204,4,svm,0.778,239.2,2025-01-06 00:04:00
7205,5,xgb,0.933,162.9,2025-01-06 00:05:00
7206,6,rf,0.92,257.6,2025-01-06 00:06:00
7207,7,logreg,0.576,119.1,2025-01-06 00:07:00
7208,8,rf,0.525,163.4,2025-01-06 00:08:00
7209,9,xgb,0.704,115.9,2025-01-06 00:09:00
7210,10,xgb,0.504,126.2,2025-01-06 00:10:00
7211,11,svm,0.941,220.0,2025-01-06 00:11:00
7212,12,logreg,0.966,99.8,2025-01-06 00:12:00
7213,13,logreg,0.658,225.7,2025-01-06 00:13:00
7214,14,svm,0.935,106.3,2025-01-06 00:14:00
7215,15,xgb,0.625,129.9,2025-01-06 00:15:00
7216,16,rf,0.503,116.5,2025-01-06 00:16:00
7217,17,logreg,0.665,236.3,2025-01-06 00:17:00
7218,18,logreg,0.896,256.9,2025-01-06 00:18:00
7219,19,svm,0.835,107.9,2025-01-06 00:19:00
7220,20,logreg,0.687,77.4,2025-01-06 00:20:00
7221,21,rf,0.575,267.6,2025-01-06 00:21:00
7222,22,svm,0.627,231.2,2025-01-06 00:22:00
7223,23,logreg,0.957,2.5,2025-01-06 00:23:00
7224,24,xgb,0.599,122.6,2025-01-06 00:24:00
7225,25,logreg,0.508,232.9,2025-01-06 00:25:00
7226,26,svm,0.902,260.3,2025-01-06 00:26:00
7227,27,rf,0.722,287.5,2025-01-06 00:27:00
7228,28,logreg,0.595,264.7,2025-01-06 00:28:00
7229,29,svm,0.897,81.1,2025-01-06 00:29:00
7230,30,xgb,0.751,124.0,2025-01-06 00:30:00
7231,31,xgb,0.522,208.4,2025-01-06 00:31:00
7232,32,rf,0.765,221.0,2025-01-06 00:32:00
7233,33,xgb,0.515,183.0,2025-01-06 00:33:00
7234,34,svm,0.866,64.6,2025-01-06 00:34:00
7235,35,rf,0.786,130.5,2025-01-06 00:35:00
7236,36,rf,0.904,143.2,2025-01-06 00:36:00
7237,37,logreg,0.925,275.9,2025-01-06 00:37:00
7238,38,logreg,0.566,82.5,2025-01-06 00:38:00
7239,39,xgb,0.772,33.7,2025-01-06 00:39:00
7240,40,svm,0.691,81.8,2025-01-06 00:40:00
7241,41,rf,0.646,274.4,2025-01-06 00:41:00
7242,42,logreg,0.6,226.3,2025-01-06 00:42:00
7243,43,logreg,0.868,148.2,2025-01-06 00:43:00
7244,44,rf,0.781,150.0,2025-01-06 00:44:00
7245,45,xgb,0.781,203.4,2025-01-06 00:45:00
7246,46,svm,0.786,188.8,2025-01-06 00:46:00
7247,47,rf,0.569,294.8,2025-01-06 00:47:00
7248,48,rf,0.583,185.5,2025-01-06 00:48:00
7249,49,svm,0.572,261.7,2025-01-06 00:49:00
7250,50,rf,0.893,290.9,2025-01-06 00:50:00
7251,51,svm,0.947,180.5,2025-01-06 00:51:00
7252,52,xgb,0.663,84.8,2025-01-06 00:52:00
7253,53,rf,0.73,253.5,2025-01-06 00:53:00
7254,54,xgb,0.52,29.8,2025-01-06 00:54:00
7255,55,logreg,0.826,141.9,2025-01-06 00:55:00
7256,56,logreg,0.726,183.3,2025-01-06 00:56:00
7257,57,rf,0.822,20.9,2025-01-06 00:57:00
7258,58,logreg,0.862,298.0,2025-01-06 00:58:00
7259,59,xgb,0.599,150.8,2025-01-06 00:59:00
7260,60,xgb,0.911,96.7,2025-01-06 01:00:00
7261,61,logreg,0.841,242.0,2025-01-06 01:01:00
7262,62,svm,0.552,126.7,2025-01-06 01:02:00
7263,63,xgb,0.817,66.7,2025-01-06 01:03:00
7264,64,logreg,0.515,193.2,2025-01-06 01:04:00
7265,65,logreg,0.851,227.3,2025-01-06 01:05:00
7266,66,xgb,0.725,251.8,2025-01-06 01:06:00
7267,67,svm,0.955,63.7,2025-01-06 01:07:00
7268,68,logreg,0.594,1.7,2025-01-06 01:08:00
7269,69,logreg,0.589,177.5,2025-01-06 01:09:00
7270,70,rf,0.682,294.5,2025-01-06 01:10:00
7271,71,rf,0.73,150.7,2025-01-06 01:11:00
7272,72,svm,0.882,266.0,2025-01-06 01:12:00
7273,73,svm,0.903,169.4,2025-01-06 01:13:00
7274,74,logreg,0.805,178.5,2025-01-06 01:14:00
7275,75,rf,0.957,278.4,2025-01-06 01:15:00
7276,76,xgb,0.565,217.8,2025-01-06 01:16:00
7277,77,xgb,0.82,36.6,2025-01-06 01:17:00
7278,78,rf,0.981,265.3,2025-01-06 01:18:00
7279,79,xgb,0.731,248.4,2025-01-06 01:19:00
7280,80,rf,0.518,244.0,2025-01-06 01:20:00
7281,81,logreg,0.655,82.5,2025-01-06 01:21:00
7282,82,logreg,0.527,266.7,2025-01-06 01:22:00
7283,83,svm,0.897,295.3,2025-01-06 01:23:00
7284,84,svm,0.845,22.1,2025-01-06 01:24:00
7285,85,logreg,0.706,94.9,2025-01-06 01:25:00
7286,86,xgb,0.791,24.1,2025-01-06 01:26:00
7287,87,rf,0.913,224.9,2025-01-06 01:27:00
7288,88,logreg,0.752,106.5,2025-01-06 01:28:00
7289,89,rf,0.657,181.2,2025-01-06 01:29:00
7290,90,svm,0.681,296.3,2025-01-06 01:30:00
7291,91,logreg,0.582,248.2,2025-01-06 01:31:00
7292,92,xgb,0.748,165.6,2025-01-06 01:32:00
7293,93,logreg,0.701,158.0,2025-01-06 01:33:00
7294,94,xgb,0.97,205.9,2025-01-06 01:34:00
7295,95,logreg,0.539,72.1,2025-01-06 01:35:00
7296,96,logreg,0.834,54.9,2025-01-06 01:36:00
7297,97,rf,0.81,100.8,2025-01-06 01:37:00
7298,98,rf,0.768,242.4,2025-01-06 01:38:00
7299,99,rf,0.576,170.6,2025-01-06 01:39:00
7300,100,logreg,0.915,235.5,2025-01-06 01:40:00
7301,101,rf,0.75,41.0,2025-01-06 01:41:00
7302,102,rf,0.818,147.0,2025-01-06 01:42:00
7303,103,logreg,0.69,228.4,2025-01-06 01:43:00
7304,104,rf,0.928,15.1,2025-01-06 01:44:00
7305,105,xgb,0.608,234.0,2025-01-06 01:45:00
7306,106,xgb,0.69,182.4,2025-01-06 01:46:00
7307,107,xgb,0.61,271.7,2025-01-06 01:47:00
7308,108,logreg,0.824,182.6,2025-01-06 01:48:00
7309,109,logreg,0.951,73.5,2025-01-06 01:49:00
7310,110,svm,0.522,147.8,2025-01-06 01:50:00
7311,111,logreg,0.75,124.7,2025-01-06 01:51:00
7312,112,xgb,0.988,58.1,2025-01-06 01:52:00
7313,113,svm,0.838,5.0,2025-01-06 01:53:00
7314,114,logreg,0.717,222.2,2025-01-06 01:54:00
7315,115,xgb,0.912,197.8,2025-01-06 01:55:00
7316,116,xgb,0.549,99.5,2025-01-06 01:56:00
7317,117,rf,0.834,230.5,2025-01-06 01:57:00
7318,118,logreg,0.831,10.8,2025-01-06 01:58:00
7319,119,xgb,0.815,157.9,2025-01-06 01:59:00
7320,120,xgb,0.753,213.6,2025-01-06 02:00:00
7321,121,svm,0.629,94.0,2025-01-06 02:01:00
7322,122,xgb,0.551,23.8,2025-01-06 02:02:00
7323,123,rf,0.651,145.5,2025-01-06 02:03:00
7324,124,rf,0.819,210.8,2025-01-06 02:04:00
7325,125,xgb,0.959,293.4,2025-01-06 02:05:00
7326,126,svm,0.917,60.3,2025-01-06 02:06:00
7327,127,logreg,0.556,188.7,2025-01-06 02:07:00
7328,128,logreg,0.901,233.2,2025-01-06 02:08:00
7329,129,rf,0.864,175.3,2025-01-06 02:09:00
7330,130,logreg,0.93,135.6,2025-01-06 02:10:00
7331,131,logreg,0.763,262.2,2025-01-06 02:11:00
7332,132,xgb,0.614,292.1,2025-01-06 02:12:00
7333,133,svm,0.675,154.2,2025-01-06 02:13:00
7334,134,svm,0.702,142.4,2025-01-06 02:14:00
7335,135,svm,0.512,228.6,2025-01-06 02:15:00
7336,136,xgb,0.902,127.6,2025-01-06 02:16:00
7337,137,logreg,0.967,244.5,2025-01-06 02:17:00
7338,138,rf,0.712,281.4,2025-01-06 02:18:00
7339,139,svm,0.735,227.8,2025-01-06 02:19:00
7340,140,xgb,0.926,107.2,2025-01-06 02:20:00
7341,141,logreg,0.679,212.2,2025-01-06 02:21:00
7342,142,xgb,0.795,211.3,2025-01-06 02:22:00
7343,143,xgb,0.825,70.8,2025-01-06 02:23:00
7344,144,logreg,0.971,232.4,2025-01-06 02:24:00
7345,145,xgb,0.848,41.9,2025-01-06 02:25:00
7346,146,rf,0.662,111.1,2025-01-06 02:26:00
7347,147,svm,0.815,298.8,2025-01-06 02:27:00
7348,148,xgb,0.611,90.7,2025-01-06 02:28:00
7349,149,logreg,0.919,221.2,2025-01-06 02:29:00
7350,150,rf,0.769,188.4,2025-01-06 02:30:00
7351,151,svm,0.763,175.3,2025-01-06 02:31:00
7352,152,logreg,0.512,140.5,2025-01-06 02:32:00
7353,153,xgb,0.647,238.6,2025-01-06 02:33:00
7354,154,logreg,0.847,117.2,2025-01-06 02:34:00
7355,155,rf,0.669,190.0,2025-01-06 02:35:00
7356,156,svm,0.767,195.4,2025-01-06 02:36:00
7357,157,logreg,0.631,279.6,2025-01-06 02:37:00
7358,158,rf,0.708,133.1,2025-01-06 02:38:00
7359,159,svm,0.506,49.3,2025-01-06 02:39:00
7360,160,xgb,0.538,199.7,2025-01-06 02:40:00
7361,161,logreg,0.777,22.5,2025-01-06 02:41:00
7362,162,svm,0.937,30.6,2025-01-06 02:42:00
7363,163,svm,0.911,200.6,2025-01-06 02:43:00
7364,164,logreg,0.843,18.5,2025-01-06 02:44:00
7365,165,svm,0.9,61.8,2025-01-06 02:45:00
7366,166,logreg,0.897,87.1,2025-01-06 02:46:00
7367,167,xgb,0.79,216.0,2025-01-06 02:47:00
7368,168,xgb,0.763,87.3,2025-01-06 02:48:00
7369,169,xgb,0.976,231.4,2025-01-06 02:49:00
7370,170,rf,0.898,128.0,2025-01-06 02:50:00
7371,171,svm,0.975,225.0,2025-01-06 02:51:00
7372,172,logreg,0.846,57.0,2025-01-06 02:52:00
7373,173,xgb,0.704,136.3,2025-01-06 02:53:00
7374,174,rf,0.794,113.9,2025-01-06 02:54:00
7375,175,logreg,0.703,285.8,2025-01-06 02:55:00
7376,176,rf,0.568,94.7,2025-01-06 02:56:00
7377,177,logreg,0.948,84.1,2025-01-06 02:57:00
7378,178,rf,0.566,254.9,2025-01-06 02:58:00
7379,179,xgb,0.565,210.0,2025-01-06 02:59:00
7380,180,xgb,0.632,176.9,2025-01-06 03:00:00
7381,181,rf,0.535,296.6,2025-01-06 03:01:00
7382,182,logreg,0.976,166.6,2025-01-06 03:02:00
7383,183,logreg,0.739,185.5,2025-01-06 03:03:00
7384,184,rf,0.546,259.4,2025-01-06 03:04:00
7385,185,rf,0.66,191.1,2025-01-06 03:05:00
7386,186,svm,0.899,37.0,2025-01-06 03:06:00
7387,187,svm,0.513,50.1,2025-01-06 03:07:00
7388,188,xgb,0.881,105.8,2025-01-06 03:08:00
7389,189,logreg,0.649,119.2,2025-01-06 03:09:00
7390,190,svm,0.713,92.8,2025-01-06 03:10:00
7391,191,logreg,0.899,33.9,2025-01-06 03:11:00
7392,192,logreg,0.621,225.7,2025-01-06 03:12:00
7393,193,logreg,0.607,170.7,2025-01-06 03:13:00
7394,194,svm,0.86,193.2,2025-01-06 03:14:00
7395,195,svm,0.674,227.6,2025-01-06 03:15:00
7396,196,xgb,0.738,132.2,2025-01-06 03:16:00
7397,197,svm,0.898,90.3,2025-01-06 03:17:00
7398,198,rf,0.513,278.3,2025-01-06 03:18:00
7399,199,svm,0.501,54.5,2025-01-06 03:19:00
7400,0,svm,0.668,218.9,2025-01-06 03:20:00
7401,1,xgb,0.908,234.8,2025-01-06 03:21:00
7402,2,svm,0.882,277.7,2025-01-06 03:22:00
7403,3,svm,0.929,120.4,2025-01-06 03:23:00
7404,4,xgb,0.588,273.3,2025-01-06 03:24:00
7405,5,xgb,0.781,90.9,2025-01-06 03:25:00
7406,6,xgb,0.969,20.8,2025-01-06 03:26:00
7407,7,svm,0.635,219.6,2025-01-06 03:27:00
7408,8,rf,0.683,145.2,2025-01-06 03:28:00
7409,9,xgb,0.573,28.7,2025-01-06 03:29:00
7410,10,svm,0.841,176.9,2025-01-06 03:30:00
7411,11,logreg,0.789,95.7,2025-01-06 03:31:00
7412,12,rf,0.566,206.8,2025-01-06 03:32:00
7413,13,svm,0.507,97.3,2025-01-06 03:33:00
7414,14,xgb,0.716,195.5,2025-01-06 03:34:00
7415,15,logreg,0.546,59.1,2025-01-06 03:35:00
7416,16,svm,0.746,18.9,2025-01-06 03:36:00
7417,17,logreg,0.973,26.6,2025-01-06 03:37:00
7418,18,xgb,0.785,98.0,2025-01-06 03:38:00
7419,19,rf,0.623,130.5,2025-01-06 03:39:00
7420,20,logreg,0.584,32.1,2025-01-06 03:40:00
7421,21,rf,0.738,165.0,2025-01-06 03:41:00
7422,22,logreg,0.548,184.9,2025-01-06 03:42:00
7423,23,logreg,0.809,96.7,2025-01-06 03:43:00
7424,24,svm,0.563,228.5,2025-01-06 03:44:00
7425,25,rf,0.699,164.8,2025-01-06 03:45:00
7426,26,rf,0.57,128.9,2025-01-06 03:46:00
7427,27,xgb,0.62,242.8,2025-01-06 03:47:00
7428,28,rf,0.682,79.7,2025-01-06 03:48:00
7429,29,xgb,0.506,10.9,2025-01-06 03:49:00
7430,30,xgb,0.596,56.3,2025-01-06 03:50:00
7431,31,logreg,0.928,293.1,2025-01-06 03:51:00
7432,32,svm,0.946,6.6,2025-01-06 03:52:00
7433,33,svm,0.949,42.3,2025-01-06 03:53:00
7434,34,svm,0.863,29.7,2025-01-06 03:54:00
7435,35,xgb,0.513,123.2,2025-01-06 03:55:00
7436,36,rf,0.551,23.5,2025-01-06 03:56:00
7437,37,svm,0.862,170.4,2025-01-06 03:57:00
7438,38,rf,0.547,258.1,2025-01-06 03:58:00
7439,39,logreg,0.937,62.5,2025-01-06 03:59:00
7440,40,xgb,0.563,256.0,2025-01-06 04:00:00
7441,41,svm,0.518,297.4,2025-01-06 04:01:00
7442,42,xgb,0.926,176.5,2025-01-06 04:02:00
7443,43,xgb,0.826,15.1,2025-01-06 04:03:00
7444,44,logreg,0.569,9.2,2025-01-06 04:04:00
7445,45,rf,0.917,35.0,2025-01-06 04:05:00
7446,46,xgb,0.625,92.7,2025-01-06 04:06:00
7447,47,xgb,0.782,58.5,2025-01-06 04:07:00
7448,48,xgb,0.678,155.6,2025-01-06 04:08:00
7449,49,rf,0.89,48.3,2025-01-06 04:09:00
7450,50,svm,0.664,258.1,2025-01-06 04:10:00
7451,51,svm,0.663,65.8,2025-01-06 04:11:00
7452,52,xgb,0.745,90.2,2025-01-06 04:12:00
7453,53,svm,0.799,129.0,2025-01-06 04:13:00
7454,54,rf,0.585,175.5,2025-01-06 04:14:00
7455,55,logreg,0.71,81.0,2025-01-06 04:15:00
7456,56,rf,0.858,175.4,2025-01-06 04:16:00
7457,57,svm,0.621,225.4,2025-01-06 04:17:00
7458,58,logreg,0.806,260.2,2025-01-06 04:18:00
7459,59,xgb,0.636,172.3,2025-01-06 04:19:00
7460,60,svm,0.587,142.1,2025-01-06 04:20:00
7461,61,xgb,0.675,250.6,2025-01-06 04:21:00
7462,62,rf,0.664,54.1,2025-01-06 04:22:00
7463,63,logreg,0.981,121.9,2025-01-06 04:23:00
7464,64,svm,0.776,20.8,2025-01-06 04:24:00
7465,65,logreg,0.874,117.6,2025-01-06 04:25:00
7466,66,xgb,0.681,74.6,2025-01-06 04:26:00
7467,67,rf,0.804,125.6,2025-01-06 04:27:00
7468,68,svm,0.552,142.3,2025-01-06 04:28:00
7469,69,svm,0.607,121.9,2025-01-06 04:29:00
7470,70,svm,0.578,263.6,2025-01-06 04:30:00
7471,71,svm,0.953,118.7,2025-01-06 04:31:00
7472,72,svm,0.827,102.1,2025-01-06 04:32:00
7473,73,logreg,0.562,190.5,2025-01-06 04:33:00
7474,74,svm,0.866,47.1,2025-01-06 04:34:00
7475,75,xgb,0.93,212.4,2025-01-06 04:35:00
7476,76,logreg,0.742,178.1,2025-01-06 04:36:00
7477,77,svm,0.551,143.0,2025-01-06 04:37:00
7478,78,xgb,0.814,259.2,2025-01-06 04:38:00
7479,79,logreg,0.966,223.7,2025-01-06 04:39:00
7480,80,xgb,0.659,64.5,2025-01-06 04:40:00
7481,81,svm,0.701,99.2,2025-01-06 04:41:00
7482,82,logreg,0.621,173.7,2025-01-06 04:42:00
7483,83,logreg,0.885,118.6,2025-01-06 04:43:00
7484,84,xgb,0.645,141.6,2025-01-06 04:44:00
7485,85,xgb,0.802,225.9,2025-01-06 04:45:00
7486,86,rf,0.703,107.0,2025-01-06 04:46:00
7487,87,xgb,0.83,150.5,2025-01-06 04:47:00
7488,88,rf,0.693,234.7,2025-01-06 04:48:00
7489,89,xgb,0.84,27.4,2025-01-06 04:49:00
7490,90,xgb,0.511,242.1,2025-01-06 04:50:00
7491,91,logreg,0.564,18.6,2025-01-06 04:51:00
7492,92,xgb,0.88,232.2,2025-01-06 04:52:00
7493,93,rf,0.634,184.4,2025-01-06 04:53:00
7494,94,logreg,0.97,271.2,2025-01-06 04:54:00
7495,95,rf,0.772,42.8,2025-01-06 04:55:00
7496,96,svm,0.781,36.2,2025-01-06 04:56:00
7497,97,rf,0.98,120.1,2025-01-06 04:57:00
7498,98,xgb,0.79,90.1,2025-01-06 04:58:00
7499,99,logreg,0.694,97.7,2025-01-06 04:59:00
7500,100,svm,0.911,224.9,2025-01-06 05:00:00
7501,101,xgb,0.69,211.1,2025-01-06 05:01:00
7502,102,svm,0.868,62.3,2025-01-06 05:02:00
7503,103,xgb,0.793,138.5,2025-01-06 05:03:00
7504,104,svm,0.506,119.2,2025-01-06 05:04:00
7505,105,svm,0.748,199.8,2025-01-06 05:05:00
7506,106,rf,0.589,124.7,2025-01-06 05:06:00
7507,107,logreg,0.852,170.6,2025-01-06 05:07:00
7508,108,rf,0.804,136.0,2025-01-06 05:08:00
7509,109,rf,0.702,266.8,2025-01-06 05:09:00
7510,110,xgb,0.607,67.0,2025-01-06 05:10:00
7511,111,rf,0.516,286.8,2025-01-06 05:11:00
7512,112,rf,0.583,235.8,2025-01-06 05:12:00
7513,113,rf,0.556,233.0,2025-01-06 05:13:00
7514,114,xgb,0.778,82.4,2025-01-06 05:14:00
7515,115,rf,0.873,25.3,2025-01-06 05:15:00
7516,116,xgb,0.613,291.6,2025-01-06 05:16:00
7517,117,xgb,0.733,200.1,2025-01-06 05:17:00
7518,118,logreg,0.822,62.3,2025-01-06 05:18:00
7519,119,svm,0.761,31.0,2025-01-06 05:19:00
7520,120,rf,0.905,164.1,2025-01-06 05:20:00
7521,121,svm,0.543,19.6,2025-01-06 05:21:00
7522,122,rf,0.924,148.6,2025-01-06 05:22:00
7523,123,xgb,0.518,298.2,2025-01-06 05:23:00
7524,124,rf,0.551,4.1,2025-01-06 05:24:00
7525,125,svm,0.783,213.4,2025-01-06 05:25:00
7526,126,rf,0.878,15.2,2025-01-06 05:26:00
7527,127,svm,0.822,276.9,2025-01-06 05:27:00
7528,128,rf,0.574,169.0,2025-01-06 05:28:00
7529,129,logreg,0.918,277.8,2025-01-06 05:29:00
7530,130,logreg,0.949,299.8,2025-01-06 05:30:00
7531,131,rf,0.929,181.1,2025-01-06 05:31:00
7532,132,xgb,0.643,37.5,2025-01-06 05:32:00
7533,133,xgb,0.626,268.7,2025-01-06 05:33:00
7534,134,svm,0.648,79.1,2025-01-06 05:34:00
7535,135,xgb,0.988,63.6,2025-01-06 05:35:00
7536,136,xgb,0.537,19.4,2025-01-06 05:36:00
7537,137,logreg,0.777,201.7,2025-01-06 05:37:00
7538,138,logreg,0.91,278.5,2025-01-06 05:38:00
7539,139,rf,0.601,163.5,2025-01-06 05:39:00
7540,140,rf,0.539,236.4,2025-01-06 05:40:00
7541,141,rf,0.919,265.2,2025-01-06 05:41:00
7542,142,logreg,0.557,263.2,2025-01-06 05:42:00
7543,143,rf,0.786,93.5,2025-01-06 05:43:00
7544,144,rf,0.988,91.7,2025-01-06 05:44:00
7545,145,logreg,0.828,2.3,2025-01-06 05:45:00
7546,146,rf,0.642,36.7,2025-01-06 05:46:00
7547,147,logreg,0.917,90.4,2025-01-06 05:47:00
7548,148,xgb,0.945,280.2,2025-01-06 05:48:00
7549,149,rf,0.879,182.7,2025-01-06 05:49:00
7550,150,logreg,0.733,153.5,2025-01-06 05:50:00
7551,151,logreg,0.686,258.2,2025-01-06 05:51:00
7552,152,xgb,0.797,72.4,2025-01-06 05:52:00
7553,153,rf,0.518,191.5,2025-01-06 05:53:00
7554,154,svm,0.801,34.2,2025-01-06 05:54:00
7555,155,logreg,0.56,173.7,2025-01-06 05:55:00
7556,156,svm,0.583,192.8,2025-01-06 05:56:00
7557,157,rf,0.671,263.2,2025-01-06 05:57:00
7558,158,rf,0.848,25.6,2025-01-06 05:58:00
7559,159,svm,0.607,16.4,2025-01-06 05:59:00
7560,160,logreg,0.973,56.5,2025-01-06 06:00:00
7561,161,rf,0.699,76.7,2025-01-06 06:01:00
7562,162,svm,0.665,299.5,2025-01-06 06:02:00
7563,163,xgb,0.871,149.6,2025-01-06 06:03:00
7564,164,svm,0.938,1.6,2025-01-06 06:04:00
7565,165,svm,0.639,216.5,2025-01-06 06:05:00
7566,166,rf,0.958,140.5,2025-01-06 06:06:00
7567,167,svm,0.755,274.6,2025-01-06 06:07:00
7568,168,svm,0.709,181.7,2025-01-06 06:08:00
7569,169,xgb,0.981,10.2,2025-01-06 06:09:00
7570,170,rf,0.79,189.0,2025-01-06 06:10:00
7571,171,svm,0.712,105.0,2025-01-06 06:11:00
7572,172,logreg,0.602,109.9,2025-01-06 06:12:00
7573,173,svm,0.934,255.7,2025-01-06 06:13:00
7574,174,xgb,0.72,217.6,2025-01-06 06:14:00
7575,175,logreg,0.576,121.9,2025-01-06 06:15:00
7576,176,svm,0.698,8.7,2025-01-06 06:16:00
7577,177,logreg,0.928,143.4,2025-01-06 06:17:00
7578,178,rf,0.541,257.8,2025-01-06 06:18:00
7579,179,svm,0.555,67.5,2025-01-06 06:19:00
7580,180,logreg,0.75,286.8,2025-01-06 06:20:00
7581,181,logreg,0.922,78.9,2025-01-06 06:21:00
7582,182,logreg,0.881,31.7,2025-01-06 06:22:00
7583,183,rf,0.502,191.8,2025-01-06 06:23:00
7584,184,logreg,0.7,180.3,2025-01-06 06:24:00
7585,185,svm,0.984,241.5,2025-01-06 06:25:00
7586,186,rf,0.738,161.4,2025-01-06 06:26:00
7587,187,rf,0.731,51.4,2025-01-06 06:27:00
7588,188,rf,0.56,261.2,2025-01-06 06:28:00
7589,189,xgb,0.569,43.7,2025-01-06 06:29:00
7590,190,xgb,0.589,167.3,2025-01-06 06:30:00
7591,191,svm,0.506,84.0,2025-01-06 06:31:00
7592,192,svm,0.925,158.3,2025-01-06 06:32:00
7593,193,svm,0.99,177.7,2025-01-06 06:33:00
7594,194,svm,0.516,82.6,2025-01-06 06:34:00
7595,195,rf,0.856,166.7,2025-01-06 06:35:00
7596,196,logreg,0.797,35.6,2025-01-06 06:36:00
7597,197,svm,0.936,31.4,2025-01-06 06:37:00
7598,198,rf,0.959,104.8,2025-01-06 06:38:00
7599,199,rf,0.905,283.8,2025-01-06 06:39:00
7600,0,svm,0.595,290.2,2025-01-06 06:40:00
7601,1,logreg,0.955,50.3,2025-01-06 06:41:00
7602,2,xgb,0.953,3.3,2025-01-06 06:42:00
7603,3,logreg,0.642,192.2,2025-01-06 06:43:00
7604,4,svm,0.969,167.4,2025-01-06 06:44:00
7605,5,rf,0.793,139.8,2025-01-06 06:45:00
7606,6,xgb,0.514,278.1,2025-01-06 06:46:00
7607,7,rf,0.917,8.1,2025-01-06 06:47:00
7608,8,svm,0.55,87.0,2025-01-06 06:48:00
7609,9,svm,0.619,24.1,2025-01-06 06:49:00
7610,10,svm,0.927,38.7,2025-01-06 06:50:00
7611,11,rf,0.956,79.5,2025-01-06 06:51:00
7612,12,logreg,0.772,240.2,2025-01-06 06:52:00
7613,13,svm,0.859,189.0,2025-01-06 06:53:00
7614,14,rf,0.586,192.8,2025-01-06 06:54:00
7615,15,xgb,0.511,67.4,2025-01-06 06:55:00
7616,16,svm,0.744,273.9,2025-01-06 06:56:00
7617,17,rf,0.83,69.0,2025-01-06 06:57:00
7618,18,rf,0.827,30.1,2025-01-06 06:58:00
7619,19,logreg,0.623,275.4,2025-01-06 06:59:00
7620,20,xgb,0.903,121.3,2025-01-06 07:00:00
7621,21,rf,0.656,100.2,2025-01-06 07:01:00
7622,22,svm,0.969,274.6,2025-01-06 07:02:00
7623,23,svm,0.79,92.5,2025-01-06 07:03:00
7624,24,rf,0.767,84.2,2025-01-06 07:04:00
7625,25,rf,0.909,181.2,2025-01-06 07:05:00
7626,26,logreg,0.778,15.6,2025-01-06 07:06:00
7627,27,svm,0.676,46.8,2025-01-06 07:07:00
7628,28,logreg,0.507,20.9,2025-01-06 07:08:00
7629,29,rf,0.69,126.7,2025-01-06 07:09:00
7630,30,xgb,0.614,227.1,2025-01-06 07:10:00
7631,31,svm,0.718,13.9,2025-01-06 07:11:00
7632,32,logreg,0.656,133.8,2025-01-06 07:12:00
7633,33,rf,0.954,126.1,2025-01-06 07:13:00
7634,34,rf,0.646,269.8,2025-01-06 07:14:00
7635,35,rf,0.569,66.8,2025-01-06 07:15:00
7636,36,rf,0.751,59.1,2025-01-06 07:16:00
7637,37,logreg,0.802,49.1,2025-01-06 07:17:00
7638,38,logreg,0.645,91.1,2025-01-06 07:18:00
7639,39,logreg,0.921,54.9,2025-01-06 07:19:00
7640,40,rf,0.76,202.9,2025-01-06 07:20:00
7641,41,xgb,0.865,270.4,2025-01-06 07:21:00
